id,score,categorie,sous_categorie,nom,ville,province,telephone,adresse,site_web,description,horaires,urgent,couvre_province,lat,lng,verifie_le,verifie_par
on-costi-toronto,95,immigration,Services aux immigrants,COSTI – Immigrant Services,Toronto,ON,416-658-1600,"1710 Dufferin St, Toronto, ON M6E 3P2",https://www.costi.org,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,43.6526,-79.38368,2026-05-01,csv-validation-2026-05-01
on-catholic-cross,95,immigration,Accueil nouveaux arrivants,Catholic Cross-Cultural Services,Toronto,ON,416-757-7010,"1140 Warden Ave, Toronto, ON M1R 5A4",https://www.ccscan.ca,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,43.653,-79.38336,2026-05-01,csv-validation-2026-05-01
ns-immigration-ns,95,immigration,Services aux immigrants,ISANS – Immigrant Services Association of NS,Halifax,NS,902-423-3607,"6 Primrose St, Halifax, NS B3M 0E4",https://isans.ca,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,44.6931,-63.6661,2026-05-01,csv-validation-2026-05-01
on-lasi-lgr,95,immigration,Aide juridique immigration,Legal Assistance of Windsor – Immigration,Windsor,ON,519-256-1474,"400-618 Ouellette Ave, Windsor, ON N9A 1B4",https://www.legalassistanceofwindsor.com,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,42.3073,-83.04248,2026-05-01,csv-validation-2026-05-01
yt-immigration-yt,95,immigration,Services aux immigrants,Immigration Yukon – Programme des candidats,Whitehorse,YT,867-667-8000,"307 Black St, Whitehorse, YT Y1A 2N1",https://yukon.ca/fr/venir-yukon/immigrer,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,60.7221,-135.0571,2026-05-01,csv-validation-2026-05-01
ab-ecca,95,immigration,Services aux immigrants,ECCA – Immigrant Services Calgary,Calgary,AB,403-297-3888,"640-6 Ave SW, Calgary, AB T2P 0S4",https://www.ecca.org,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,51.0385,-114.07686,2026-05-01,csv-validation-2026-05-01
nt-mcss,95,immigration,Services aux immigrants,Multi-Cultural Centre NWT,Yellowknife,NT,867-873-8292,"4915 48 St, Yellowknife, NT X1A 1N6",https://www.mcss.ca,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,62.4561,-114.3701,2026-05-01,csv-validation-2026-05-01
qc-imm-montreal-jias,95,immigration,Services aux immigrants,Service d'aide aux immigrants JIAS Montréal,Montréal,QC,514-342-9970,"5151, chemin de la Côte-Sainte-Catherine, Montréal, QC H3W 1M6",https://www.jias.org,,"Lun-ven 8h30-16h30. Services d'accueil, intégration, références.",,,45.5113,-73.55962,2026-05-01,csv-validation-2026-05-01
ab-ecala,95,immigration,Services aux immigrants,Immigrant Services Edmonton (EISA),Edmonton,AB,780-474-8445,"Suite 201, 10720, 113 Street NW, Edmonton AB T5H 3H8",https://www.eisa-edmonton.org,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,53.5411,-113.4978,2026-05-01,csv-validation-2026-05-01
qc-imm-montreal-midi-info,95,immigration,Services aux immigrants,MIDI – Centre d'information immigrants Montréal,Montréal,QC,514-864-9191,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H7",https://www.quebec.ca/immigration,,"Lun-ven 8h30-16h30. Services d'accueil, intégration, références.",,,45.5071,-73.5561,2026-05-01,csv-validation-2026-05-01
on-ymca-toronto,95,immigration,Accueil nouveaux arrivants,YMCA Newcomer Services Toronto,Toronto,ON,416-928-9622,"20, Grosvenor St, Toronto, ON M4Y 2V5",https://www.ymcagta.org,,Service essentiel Ontario.,,,43.6701,-79.3871,2026-05-01,csv-validation-2026-05-01
qc-imm-quebec-mifi,95,immigration,Services aux immigrants,MIFI – Bureau régional Québec,Québec,QC,418-649-8500,"900, boul. René-Lévesque Est, Québec, QC G1R 2B5",https://www.quebec.ca/immigration,,"Lun-ven 8h30-16h30. Services d'accueil, intégration, références.",,,46.8131,-71.2161,2026-05-01,csv-validation-2026-05-01
h-blu-quebec,105,logement,Comité logement,Bureau d'animation et de leadership pour le logement (BAIL),Québec,QC,418-523-6177,"780, rue Saint-Vallier Est, Québec, QC G1K 3P9",https://lebail.qc.ca,"Comité logement de Québec. Conseils, info, défense des droits. Source: lebail.qc.ca.",Lun-ven 9h-17h. Consultations sur RV.,,,46.8067,-71.21376,2026-05-01,csv-validation-2026-05-01
ab-shelter-edmonton,105,logement,Refuge d'urgence,Bissell Centre – Refuge Edmonton,Edmonton,AB,(780) 423-2285,"10527, 96 St NW, Edmonton, AB T5H 2H6",https://www.bissellcentre.org, services de soutien pour prévenir l'itinérance et aider les personnes à sortir de la pauvreté,Lun - Ven 9h-16h,,,53.5571,-113.4831,2026-04-29,admin
h-clpp-mtl,105,logement,Comité logement,Comité logement du Plateau Mont-Royal,Montréal,QC,514-527-3495,"4450, rue Saint-Hubert, bureau 328, Montréal, QC H2J 2W9",https://clpmr.com,"Conseils aux locataires, droits, Tribunal administratif du logement. Source: clpmr.com.",Lun-ven 9h-17h. Consultations sur RV.,,,45.5015,-73.56746,2026-05-01,csv-validation-2026-05-01
h-fohm,105,logement,Fédération OSBL Montréal,FOHM – Fédération des OSBL d'habitation de Montréal,Montréal,QC,514-527-6668,"1000, rue Amherst, bureau 200, Montréal, QC H2L 3K5",https://fohm.org,Fédère 175+ OSBL d'habitation à Montréal. Logement social et abordable. Source: fohm.org.,Lun-ven 8h30-16h30.,,,45.5049,-73.56474,2026-05-01,csv-validation-2026-05-01
h-omh-mtl,105,logement,Office municipal d'habitation,Office municipal d'habitation de Montréal (OMHM),Montréal,QC,514-872-6646,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H8",https://omhm.qc.ca,Plus grand OMH au Canada : 21 000 logements à loyer modique (HLM) à Montréal. Source: omhm.qc.ca.,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,45.5051,-73.56458,2026-05-01,csv-validation-2026-05-01
h-comite-logement-rosemont,105,logement,Comité logement,Comité logement Rosemont,Montréal,QC,514-597-2581,"5350, rue Lafond, Montréal, QC H1X 2X2",https://comitelogement.org,Défense des locataires de Rosemont. Conseils gratuits. Source: comitelogement.org.,Lun-ven 9h-17h. Consultations sur RV.,,,45.5053,-73.56442,2026-05-01,csv-validation-2026-05-01
h-omh-quebec,105,logement,Office municipal d'habitation,Office municipal d'habitation de Québec (OMHQ),Québec,QC,418-780-5211,"550, boul. Charest Est, bureau 200, Québec, QC G1K 3J3",https://omhq.qc.ca,Gère plus de 4 200 logements sociaux dans la ville de Québec. Source: omhq.qc.ca.,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,46.8177,-71.20496,2026-05-01,csv-validation-2026-05-01
h-omh-laval,105,logement,Office municipal d'habitation,Office municipal d'habitation de Laval,Laval,QC,450-682-9272,"1015, place Théodore-Robitaille, Laval, QC H7V 4R6",https://omhlaval.ca,Logements sociaux et programmes de supplément au loyer pour les Lavallois. Source: omhlaval.ca.,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,45.5591,-73.7651,2026-05-01,csv-validation-2026-05-01
qc-log-omhm-montreal,100,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Montréal (OMHM),Montréal,QC,514-872-6646,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H8",https://www.omhm.qc.ca,Plus de 23 000 logements HLM et abordables sur l'île de Montréal. Demande de logement social via le formulaire en ligne. Source : omhm.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-omh-laval,100,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Laval,Laval,QC,450-682-7500,"250, boul. Cartier Ouest, bureau 250, Laval, QC H7N 5T2",https://www.omhlaval.com,"HLM et logements abordables à Laval. Critères : revenu faible/modeste, résident de Laval depuis 12 mois. Source : omhlaval.com.",,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-gatineau,100,logement,Office municipal d'habitation (OMH),Office d'habitation de l'Outaouais,Gatineau,QC,819-243-4444,"35, rue Lois, Gatineau, QC J8Y 4N9",https://www.ohoutaouais.ca,Logements sociaux et abordables en Outaouais (Gatineau et MRC environnantes). Source : ohoutaouais.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-omh-sherbrooke,100,logement,Office municipal d'habitation (OMH),Office d'habitation de Sherbrooke,Sherbrooke,QC,819-566-0322,"187, rue Belvédère Sud, Sherbrooke, QC J1H 4B6",https://www.ohsherbrooke.ca,Logements à loyer modique pour personnes et familles à faible revenu à Sherbrooke. Source : ohsherbrooke.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-omh-drummondville,100,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Drummondville,Drummondville,QC,819-477-1112,"1010, rue Brock, Drummondville, QC J2B 1C4",https://omhdrummondville.com,Logements à loyer modique et abordables à Drummondville. Source : omhdrummondville.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-saint-hyacinthe,100,logement,Office municipal d'habitation (OMH),Office d'habitation Saint-Hyacinthe,Saint-Hyacinthe,QC,450-774-3717,"2685, av. Sainte-Catherine, Saint-Hyacinthe, QC J2S 2P7",https://ohsh.qc.ca,HLM et logements abordables à Saint-Hyacinthe et la MRC des Maskoutains. Source : ohsh.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-omhq-quebec,100,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Québec (OMHQ),Québec,QC,418-780-7100,"1100, rue de l'Hôtel-de-Ville, Québec, QC G1R 5A4",https://www.omhq.qc.ca,"Logements à loyer modique (HLM), supplément au loyer, AccèsLogis pour les ménages à faible revenu de la ville de Québec. Inscription au Registraire central. Source : omhq.qc.ca.",,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-longueuil,100,logement,Office municipal d'habitation (OMH),Office d'habitation de Longueuil,Longueuil,QC,450-670-2210,"380, rue de Châteauguay, Longueuil, QC J4J 1V5",https://ohlongueuil.qc.ca,Plus de 2 700 logements HLM et abordables à Longueuil. Source : ohlongueuil.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-saguenay,100,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Saguenay,Saguenay,QC,418-545-1530,"234, rue Bossé, Chicoutimi, QC G7H 7M2",https://omhsaguenay.qc.ca,"Logements sociaux et abordables à Chicoutimi, Jonquière et La Baie. Source : omhsaguenay.qc.ca.",,,,,,2026-04-30,curation-officielle-2026-04-30
h-omh-trois-rivieres,100,logement,Office municipal d'habitation,Office municipal d'habitation de Trois-Rivières,Trois-Rivières,QC,819-378-5438,"30, rue Williams, Trois-Rivières, QC G8T 1S5",https://omhtr.ca,HLM et programmes d'aide au logement à Trois-Rivières. Source: omhtr.ca.,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,46.3388,-72.55122,2026-05-01,csv-validation-2026-05-01
bc-tenant-resource,95,logement,Droits locataires,Tenant Resource & Advisory Centre,Province de la Colombie-Britannique,BC,604-255-0546,"#405 – 1212 W Broadway, Vancouver, BC V6H 3V1",https://www.tenants.bc.ca,,Lun-ven 9h-17h. Consultations sur RV.,,,49.2641,-123.1351,2026-05-01,csv-validation-2026-05-01
on-habitat-toronto,95,logement,Accession propriété,Habitat for Humanity Greater Toronto,Toronto,ON,416-234-9930,"155, Bermondsey Rd, Toronto, ON M4A 1X9",https://habitatgta.ca,,Service essentiel Ontario.,,,43.7121,-79.2921,2026-05-01,csv-validation-2026-05-01
on-shelter-ottawa,95,logement,Refuge d'urgence,Ottawa Mission – Refuge hommes Ottawa,Ottawa,ON,613-234-1144,"35, rue Waller, Ottawa, ON K1N 7G3",https://www.ottawamission.com,,Service essentiel Ontario.,,,45.4261,-75.6841,2026-05-01,csv-validation-2026-05-01
qc-log-oh-trois-rivieres,95,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Trois-Rivières,Trois-Rivières,QC,819-378-5438,"1450, av. de la Station, Trois-Rivières, QC G9A 5H7",https://www.omhtr.com,HLM et programmes d'aide au logement à Trois-Rivières. Source : omhtr.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-st-jerome,95,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Saint-Jérôme,Saint-Jérôme,QC,450-432-9494,"200, rue Castonguay, Saint-Jérôme, QC J7Y 2H3",https://omhsj.com,HLM et logements abordables à Saint-Jérôme. Source : omhsj.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-rimouski,95,logement,Office municipal d'habitation (OMH),Office municipal d'habitation Rimouski-Neigette,Rimouski,QC,418-723-4233,"320, rue Saint-Germain Est, Rimouski, QC G5L 1B3",https://omhrn.qc.ca,HLM dans la MRC Rimouski-Neigette. Source : omhrn.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-log-oh-repentigny,95,logement,Office municipal d'habitation (OMH),Office d'habitation Repentigny,Repentigny,QC,450-654-3361,"435, boul. Iberville, Repentigny, QC J6A 2B6",https://oh-repentigny.qc.ca,Logements abordables à Repentigny et environs. Source : oh-repentigny.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
pe-shelter-women,95,logement,Maison hébergement femmes,Anderson House – Femmes IPE,Charlottetown,PE,902-892-0960,"PO Box 2074, Charlottetown, PE C1A 7N7",https://fvps.ca,,Service essentiel provincial.,,,46.2361,-63.1271,2026-05-01,csv-validation-2026-05-01
bc-shelter-vancouver,95,logement,Hébergement d'urgence,Union Gospel Mission Vancouver,Vancouver,BC,604-253-3323,"616 East Hastings St, Vancouver, BC V6A 1R1",https://www.ugm.ca,,"Hébergement d'urgence: accueil 24h/24, 7j/7.",,,49.2831,-123.0941,2026-05-01,csv-validation-2026-05-01
nb-shelter-women,95,logement,Maison hébergement femmes,Maison Mathieu-Froment-Savoie – Femmes NB,Moncton,NB,506-855-2615,"25, rue Weldon, Moncton, NB E1C 5V8",https://www.mmfs.org/,,Service essentiel provincial.,,,46.0881,-64.7741,2026-05-01,csv-validation-2026-05-01
bc-womens-shelter-bc,95,logement,Maison hébergement femmes,BC Women's Shelter – Vancouver,Vancouver,BC,604-872-8212,"3490, Triumph St, Vancouver, BC V5K 1T9",https://bcsth.ca,,Service essentiel Colombie-Britannique.,,,49.2831,-123.0191,2026-05-01,csv-validation-2026-05-01
qc-log-oh-shawinigan,95,logement,Office municipal d'habitation (OMH),Office municipal d'habitation de Shawinigan,Shawinigan,QC,819-538-2868,"550, av. de Grand-Mère, Shawinigan, QC G9T 2J1",https://omhshawinigan.qc.ca,Logements sociaux à Shawinigan. Source : omhshawinigan.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
on-ottawa-housing,95,logement,Logement communautaire,Ottawa Community Housing,Ottawa,ON,613-731-1182,"39 Auriga Dr, Ottawa, ON K2E 8A6",https://www.ottawahousing.ca,,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,45.3411,-75.7441,2026-05-01,csv-validation-2026-05-01
nl-housing-nl,95,logement,Logement abordable,NL Housing Corporation,Province de Terre-Neuve-et-Labrador,NL,709-724-3000,"2 Canada Dr, St. John's, NL A1B 4J7",https://www.nlhc.nl.ca,,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,47.5591,-52.7131,2026-05-01,csv-validation-2026-05-01
ab-calgary-housing,95,logement,Logement abordable,Calgary Housing Company,Calgary,AB,403-568-9600,"205-1000 7 Ave SW, Calgary, AB T2P 5L5",https://calgaryhousing.com,,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,51.0481,-114.0721,2026-05-01,csv-validation-2026-05-01
mb-siloam,95,logement,Hébergement d'urgence,Siloam Mission – Hébergement urgence,Winnipeg,MB,204-942-4673,"300 Princess St, Winnipeg, MB R3B 1L8",https://www.siloam.ca,,"Service disponible 24h/24, 7j/7",,,49.8981,-97.1271,2026-05-01,csv-validation-2026-05-01
on-toronto-shelter,95,logement,Hébergement d'urgence,Refuge – Ville de Toronto,Toronto,ON,416-338-4766,"Metro Hall, 55 John St, Toronto, ON M5V 3C6",https://www.toronto.ca/community-people/housing-shelter/,,"Hébergement d'urgence: accueil 24h/24, 7j/7.",,,43.6451,-79.3921,2026-05-01,csv-validation-2026-05-01
qc-refuge-qc-lauberiviere,95,logement,Refuge d'urgence,La Bouchée Généreuse – L'Auberivière Québec,Québec,QC,418-694-9316,"269, rue de la Couronne, Québec, QC G1K 6G4",https://www.lauberiviere.org,,Hébergement d'urgence 24h/24. Présentation directe ou appel.,,,46.8151,-71.2191,2026-05-01,csv-validation-2026-05-01
nu-housing-nu,95,logement,Logement communautaire,Nunavut Housing Corporation,Iqaluit,NU,867-975-7200,"PO Box 600, Arviat, NU X0C 0E0",https://www.nunavuthousing.ca,,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,,,63.7475,-68.51748,2026-05-01,csv-validation-2026-05-01
qc-refuge-montreal-armeedusalut,95,logement,Refuge d'urgence,Armée du Salut – Refuge Montréal,Montréal,QC,514-288-2848,"1655, rue Notre-Dame Ouest, Montréal, QC H3J 1M4",https://www.salvationarmy.ca,,Hébergement d'urgence 24h/24. Présentation directe ou appel.,,,45.5021,-73.56698,2026-05-01,csv-validation-2026-05-01
on-women-shelter-on,95,logement,Maison hébergement femmes,Interval House – Toronto,Toronto,ON,416-924-1491,"2, Carlton St, Toronto, ON M5B 1J3",https://www.intervalhouse.ca,,Service essentiel Ontario.,,,43.6571,-79.3781,2026-05-01,csv-validation-2026-05-01
qc-refuge-laval-croix-chemin,95,logement,Refuge d'urgence,La Piaule – Refuge jeunes Laval,Laval,QC,450-669-4155,"490, boul. Cartier Ouest, Laval, QC H7N 5E1",https://www.lapiaule.ca,,Hébergement d'urgence 24h/24. Présentation directe ou appel.,,,45.5791,-73.7291,2026-05-01,csv-validation-2026-05-01
qc-vc-quebec-viol,95,logement,Maison hébergement femmes,CALACS – Centre aide agression sexuelle Québec,Québec,QC,418-522-2120,"486, rue Saint-Jean, Québec, QC G1R 1P6",https://rqcalacs.qc.ca,,Hébergement confidentiel 24h/24. Appeler d'abord.,,,46.8101,-71.2101,2026-05-01,csv-validation-2026-05-01
qc-log-montreal-rclalq,95,logement,Droits locataires,RCLALQ – Réseau droits locataires QC,Province de Québec,QC,514-521-7114,"1, rue Sherbrooke Est, Montréal QC H2X 3V8",https://www.rclalq.qc.ca,,Lun-ven 9h-17h. Consultation et défense des droits des locataires.,,,46.8149,-71.2072,2026-05-01,csv-validation-2026-05-01
on-habitat-on,95,logement,Accession propriété,Habitat pour l'Humanité Ontario,Province de l'Ontario,ON,416-234-9930,"155 Bermondsey Rd, Toronto, ON M4A 1X9",https://habitatgta.ca,,Lun-ven 8h30-16h30.,,,43.7121,-79.2921,2026-05-01,csv-validation-2026-05-01
msss-hopital-sainte-justine-groupe-de-medecine-de-famille-universitaire-de-sainte-justin,95,sante,Hôpital,Groupe De Médecine De Famille Universitaire De Sainte-Justine,Sainte-Justine,QC,418 383-3095,"135, rue Principale Sainte-Justine (Québec)  G0R 1Y0",,Centre hospitalier de soins généraux et spécialisés (CHSGS). Rattaché à CISSS De Chaudière-Appalaches. Source: MSSS – Fichier M02 des installations.,Urgences 24h/24. Services ambulatoires sur rendez-vous: lun-ven 8h-16h,oui,,46.40589904785156,-70.35340118408203,2026-04-29,admin
on-toronto-public-health,95,sante,Santé publique,Toronto Public Health,Toronto,ON,416-338-7600,"100 Queen St W, Toronto, ON M5H 2N2",https://www.toronto.ca/community-people/health-wellness-care/,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,43.6531,-79.3841,2026-05-01,csv-validation-2026-05-01
nl-nlhs,95,sante,Réseau de la santé,Newfoundland and Labrador Health Services,Province de Terre-Neuve-et-Labrador,NL,709-752-4100,"300 Prince Philip Dr, St. John's, NL A1B 3V6",https://nlhealthservices.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,47.5671,-52.7081,2026-05-01,csv-validation-2026-05-01
pe-health-pei,95,sante,Réseau de la santé,Health PEI,Province de l'Île-du-Prince-Édouard,PE,902-368-6130,"16 Garfield St, Charlottetown, PE C1A 4K8",https://www.healthpei.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,46.2381,-63.1261,2026-05-01,csv-validation-2026-05-01
on-ottawa-public-health,95,sante,Santé publique,Ottawa Public Health,Ottawa,ON,613-580-6744,"100 Constellation Dr, Ottawa, ON K2G 6J8",https://www.ottawapublichealth.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,45.3421,-75.7261,2026-05-01,csv-validation-2026-05-01
mb-wrha,95,sante,Réseau de la santé,Winnipeg Regional Health Authority,Winnipeg,MB,204-926-7000,"650 Main St, Winnipeg, MB R3B 1E2",https://wrha.mb.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,49.8971,-97.1381,2026-05-01,csv-validation-2026-05-01
yt-yhss,95,sante,Réseau de la santé,Yukon Health and Social Services,Whitehorse,YT,867-456-6136,"4 Hospital Rd, Whitehorse, YT Y1A 3H7",https://yukon.ca/fr/sante-et-securite/trouver-service-sante,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,60.7211,-135.0561,2026-05-01,csv-validation-2026-05-01
nt-health-nt,95,sante,Réseau de la santé,TNO – Santé et Services sociaux,Yellowknife,NT,867-767-9120,"5015 49 St, Yellowknife, NT X1A 3S4",https://www.hss.gov.nt.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,62.4541,-114.3721,2026-05-01,csv-validation-2026-05-01
nu-health-nu,95,sante,Réseau de la santé,Gouvernement du Nunavut – Santé,Iqaluit,NU,867-975-5700,"PO Box 1000, Iqaluit, NU X0A 0H0",https://www.gov.nu.ca/health,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,,63.7481,-68.5161,2026-05-01,csv-validation-2026-05-01
msss-clsc-gatineau-clsc-et-centre-de-protection-de-l-enfance-et-de-la-jeunesse-,90,sante,CLSC,CLSC Et Centre De Protection De L'Enfance Et De La Jeunesse De L'Outaouais,Gatineau,QC,819-966-6530,À préciser selon l'installation exacte,https://cisss-outaouais.gouv.qc.ca,Centre local de services communautaires (CLSC). Services de première ligne en santé et services sociaux. Rattaché à CISSS De L'Outaouais. Source: MSSS – Fichier M02 des installations.,Lun-ven 8h-20h. Sam-dim et fériés 8h-16h. Sur RV pour certains services.,,,45.43769836425781,-75.71510314941406,2026-05-01,csv-validation-2026-05-01
msss-clsc-gatineau-clsc-de-vallee-de-la-lievre,90,sante,CLSC,CLSC De Vallée-De-La-Lièvre,Gatineau,QC,819-966-6530,À préciser selon l'installation exacte du CLSC,https://cisss-outaouais.gouv.qc.ca,Centre local de services communautaires (CLSC). Services de première ligne en santé et services sociaux. Rattaché à CISSS De L'Outaouais. Source: MSSS – Fichier M02 des installations.,Lun-ven 8h-20h. Sam-dim et fériés 8h-16h. Sur RV pour certains services.,,,45.5880012512207,-75.40270233154297,2026-05-01,csv-validation-2026-05-01
ab-ahs,85,sante,Réseau de la santé,Alberta Health Services,Province de l'Alberta,AB,1-877-644-9992,N/A — service téléphonique/en ligne,https://www.albertahealthservices.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,oui,53.5375,-113.50068,2026-05-01,csv-validation-2026-05-01
on-ohip,85,sante,Assurance maladie,Assurance-maladie OHIP,Province de l'Ontario,ON,1-800-268-1154,N/A — service téléphonique/en ligne,https://www.ontario.ca/page/what-ohip-covers,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,oui,43.6434,-79.39104,2026-05-01,csv-validation-2026-05-01
on-health-line,85,sante,Info-Santé,Télésanté Ontario,Province de l'Ontario,ON,1-866-797-0000,N/A — service téléphonique/en ligne,https://data.ontario.ca/fr/dataset/ontario-health-premium-rates,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,oui,43.6432,-79.3912,2026-05-01,csv-validation-2026-05-01
nb-hnb,85,sante,Réseau de la santé,Horizon Santé-Nord NB,Province du Nouveau-Brunswick,NB,506-857-5111,N/A — service téléphonique/en ligne,https://www.horizonnb.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,,oui,46.0842,-64.78108,2026-05-01,csv-validation-2026-05-01
mh-tracom-mtl,105,santemental,Centre de crise,TRACOM – Centre de crise pour adultes,Montréal,QC,514-483-3033,"5800, ch. Côte-Saint-Antoine, Montréal, QC H4A 1R9",https://tracom.ca,"Intervention de crise 24/7, hébergement, suivi. Ouest-de-l'Île. Source: tracom.ca.","Service disponible 24h/24, 7j/7",oui,,45.4977,-73.5705,2026-05-01,csv-validation-2026-05-01
maison-carignan,105,santemental,Dépendances et santé mentale,Maison Carignan,Trois-Rivières,QC,1-877-373-9435,"7515, boulevard Parent, Trois-Rivières, QC G9C 0M5",https://maisoncarignan.qc.ca/,"Centre de thérapie certifié pour personnes aux prises avec une dépendance (alcool, drogues, jeu) ou des problèmes de santé mentale. Hébergement, thérapie résidentielle, suivi et post-cure. Ligne sans frais 24h/24 : 1-877-373-9435.",Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,oui,,46.352,-72.55,2026-05-01,csv-validation-2026-05-01
mh-crise-quebec,105,santemental,Centre de crise,Centre de crise de Québec,Québec,QC,418-688-4240,"1027, rue Saint-Vallier Ouest, Québec, QC G1N 1Y4",https://centredecrise.com,"Intervention 24/7, hébergement de crise, suivi. Région de la Capitale-Nationale. Source: centredecrise.com.","Service disponible 24h/24, 7j/7",oui,,46.8115,-71.20992,2026-05-01,csv-validation-2026-05-01
mh-acsm-mtl,105,santemental,Santé mentale communautaire,ACSM – Filiale de Montréal,Montréal,QC,514-849-3291,"55, av. du Mont-Royal Ouest, bureau 605, Montréal, QC H2T 2S6",https://acsmmontreal.qc.ca,"Promotion santé mentale, ateliers, soutien. Branche montréalaise. Source: acsmmontreal.qc.ca.",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,,,45.5021,-73.56698,2026-05-01,csv-validation-2026-05-01
mh-acsm-quebec,105,santemental,Santé mentale communautaire,ACSM – Filiale Québec,Québec,QC,418-529-1979,"2380, av. du Mont-Thabor, Québec, QC G1J 3W7",https://acsmquebec.org,"Sensibilisation, formations, programmes en santé mentale. Source: acsmquebec.org.",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,,,46.8145,-71.20752,2026-05-01,csv-validation-2026-05-01
qc-sm-acsm-saguenay,100,santemental,Association locale santé mentale,ACSM – Saguenay,Saguenay,QC,418-544-1599,"1611, boul. Tadoussac, La Baie, QC G7B 3K3",https://www.acsm-saguenay.ca,Services de soutien et d'éducation en santé mentale au Saguenay-Lac-Saint-Jean. Source : acsm-saguenay.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-sm-acsm-montreal,100,santemental,Association locale santé mentale,ACSM – Filiale de Montréal,Montréal,QC,514-521-4993,"55, av. du Mont-Royal Ouest, bureau 605, Montréal, QC H2T 2S6",https://www.acsmmontreal.qc.ca,"Soutien aux personnes vivant un trouble de santé mentale, défense des droits, information à Montréal. Source : acsmmontreal.qc.ca.",,,,,,2026-04-30,curation-officielle-2026-04-30
