id,categorie,nom,site_actuel,site_corrige,telephone_actuel,telephone_corrige,ville_actuelle,ville_corrigee,province_actuelle,province_corrigee,adresse_actuelle,adresse_corrigee,description_actuelle,description_corrigee,action (garder|corriger|supprimer),notes
bc-legal-aid-bc,soutienSocial,Aide juridique BC – Legal Aid,https://lss.bc.ca,,604-408-2172,,Province de la Colombie-Britannique,,BC,,"400, 510 Burrard St, Vancouver, BC V6C 3A8",,,,,
nb-legal-aid,soutienSocial,Aide juridique Nouveau-Brunswick,https://www.legalaid-aidejuridique-nb.ca,,506-444-2776,,Fredericton,,NB,,"500, cour Beaverbrook, bureau 501, Fredericton NB E3B 5X4",,,,,
ns-legal-aid,soutienSocial,Aide juridique Nouvelle-Écosse,https://www.nslegalaid.ca,,902-420-6566,,Halifax,,NS,,"5475, Spring Garden Rd, Halifax, NS B3J 3T2",,,,,
nu-legal-aid,soutienSocial,Aide juridique Nunavut,https://nulegalaid.com,,867-979-5910,,Iqaluit,,NU,,"1196, Iqaluit, NU X0A 0H0",,,,,
on-legal-aid-ottawa,soutienSocial,Aide juridique Ontario – Ottawa,https://www.legalaid.on.ca,,613-238-7931,,Ottawa,,ON,,"110, Laurier Ave W, Ottawa, ON K1P 1J1",,,,,
on-legal-aid-toronto,soutienSocial,Aide juridique Ontario – Toronto,https://www.legalaid.on.ca,,416-979-1446,,Toronto,,ON,,"20, Dundas St W, bureau 900, Toronto, ON M5G 2H1",,,,,
nl-legal-aid,soutienSocial,Aide juridique Terre-Neuve,https://www.legalaid.nl.ca,,709-753-7860,,St. John's,,NL,,"251A, Freshwater Rd, St. John's, NL A1B 1B7",,,,,
nt-legal-aid,soutienSocial,Aide juridique TNO,https://www.justice.gov.nt.ca/fr/aide-juridique/,,867-873-3000,,Yellowknife,,NT,,"203, 4912 49 St, Yellowknife, NT X1A 3S8",,,,,
yt-legal-aid,soutienSocial,Aide juridique Yukon,https://www.yukonlegalaid.ca,,867-667-5210,,Whitehorse,,YT,,"302, Steele St, bureau 202, Whitehorse, YT Y1A 2C5",,,,,
qc-aj-quebec,soutienSocial,Bureau aide juridique Québec,https://aidejuridique.quebec,,418-643-3596,,Québec,,QC,,"300, boul. Jean-Lesage, bureau 1.40, Québec, QC G1K 8K6",,,,,
qc-aj-saguenay,soutienSocial,Bureau aide juridique Saguenay,https://aidejuridique.quebec,,418-699-2333,,Saguenay,,QC,,"227, rue Racine Est, bureau 101, Saguenay, QC G7H 1R9",,,,,
s-cavac-qc,soutienSocial,CAVAC – Centres d'aide aux victimes d'actes criminels,https://cavac.qc.ca,,1-866-532-2822,,Province,,QC,,N/A — service téléphonique/en ligne,,17 CAVAC régionaux. Soutien gratuit aux victimes et témoins d'actes criminels. Source: cavac.qc.ca.,,,
s-centraide-grand-mtl,soutienSocial,Centraide du Grand Montréal,https://centraide-mtl.org,,514-288-1261,,Montréal,,QC,,"493, rue Sherbrooke Ouest, Montréal, QC H3A 1B6",,Investit dans 350+ organismes communautaires du Grand Montréal. Source: centraide-mtl.org.,,,
s-centraide-quebec,soutienSocial,Centraide Québec et Chaudière-Appalaches,https://centraide-quebec.com,,418-660-2000,,Québec,,QC,,"150, boul. René-Lévesque Est, bureau 200, Québec, QC G1R 2B2",,Soutient 215+ organismes dans Québec et Chaudière-Appalaches. Source: centraide-quebec.com.,,,
s-cab-mtl,soutienSocial,Centre d'action bénévole de Montréal,https://cabm.net,,514-842-3351,,Montréal,,QC,,"1474, rue Fleury Est, Montréal, QC H2C 1S1",,Référence en bénévolat à Montréal. Plus de 1 500 organismes recensés. Source: cabm.net.,,,
s-cab-quebec,soutienSocial,Centre d'action bénévole de Québec,https://cabquebec.org,,418-681-3501,,Québec,,QC,,"1453, rue de Bellechasse, Québec, QC G1L 1B7",,Référence en bénévolat dans la région de Québec. Source: cabquebec.org.,,,
pw-fc-francophone,soutienSocial,Fédération culturelle canadienne-française,https://fccf.ca/,,1-800-267-2005,,Ottawa,,ON,,"450, rue Rideau, bureau 405, Ottawa (Ontario) K1N 5Z4",,"Réseau pancanadien des organismes francophones et acadiens. Référence vers services en français hors Québec : éducation, culture, services sociaux, santé.",,,
s-info-aide-violence-sexuelle,soutienSocial,Info-aide violence sexuelle,https://infoaideviolencesexuelle.ca,,1-888-933-9007,,Province,,QC,,N/A — service téléphonique/en ligne,,"Ligne d'écoute, info et référence pour victimes d'agression sexuelle. 24/7. Source: infoaideviolencesexuelle.ca.",,,
s-pas-rue-mtl,soutienSocial,Pas de la rue,https://pasdelarue.org,,514-525-1561,,Montréal,,QC,,"1575, boul. de Maisonneuve Est, Montréal, QC H2L 1Y6",,Centre de jour pour personnes aînées en situation d'itinérance. Source: pasdelarue.org.,,,
s-stmichaels-shelter,soutienSocial,Refuge des jeunes de Montréal,https://refugedesjeunes.org,,514-849-4221,,Montréal,,QC,,"1836, rue Sainte-Catherine Est, Montréal, QC H2K 2H3",,Hébergement d'urgence pour hommes 17-25 ans. Source: refugedesjeunes.org.,,,
s-resilience-mtl,soutienSocial,Résilience Montréal,https://resiliencemontreal.com,,438-381-0222,,Montréal,,QC,,"1684, rue Sainte-Catherine Ouest, Montréal, QC H3H 1L7",,Refuge de jour et services pour personnes en situation d'itinérance autochtones. Source: resiliencemontreal.com.,,,
s-rmjq,soutienSocial,RMJQ – Regroupement des maisons de jeunes du Québec,https://rmjq.org,,418-666-6663,,Province,,QC,,"2400, av. d'Estimauville, bureau 100, Québec, QC G1J 5N1",,Regroupe 198 maisons de jeunes au Québec. Annuaire par région. Source: rmjq.org.,,,
s-yslm-mtl,soutienSocial,Y des femmes de Montréal (YWCA),https://ydesfemmesmtl.org,,514-866-9941,,Montréal,,QC,,"1355, boul. René-Lévesque Ouest, Montréal, QC H3G 1T3",,"Hébergement, programmes et services pour femmes et filles en difficulté. Source: ydesfemmesmtl.org.",,,
